id,runtime,budget,revenue,film_id
5887,1h 34 min,"$25,000,000","$29,900,000",5887
5888,1h 55 min,"$70,000,000","$56,709,981",5888
5889,1h 45 min,"$55,000,000","$65,664,721",5889
5890,1h 32 min,,"$69,136",5890
5891,2h 5 min,"$7,000,000","$97,600,000",5891
5892,1h 50 min,,,5892
5893,1h 33 min,,,5893
5894,1h 52 min,"$45,000,000","$173,200,000",5894
5895,1h 30 min,,,5895
5896,1h 30 min,,,5896
5897,1h 55 min,"$50,000,000","$7,033,683",5897
5898,1h 40 min,"$1,000,000","$354,835",5898
5899,1h 35 min,"$78,000,000","$248,384,621",5899
5900,1h 37 min,,,5900
5901,1h 26 min,"$777,000","$2,437,000",5901
5902,1h 31 min,,,5902
5903,2h 3 min,,,5903
5904,2h 14 min,"$3,000,000","$249,083",5904
5905,1h 42 min,"$27,000,000","$16,140,822",5905
5906,1h 16 min,"$180,000",,5906
5907,1h 48 min,"$16,000,000","$18,928,871",5907
5908,1h 30 min,,,5908
5909,1h 38 min,"$13,000,000","$20,768,906",5909
5910,1h 49 min,"$20,000,000","$42,000,000",5910
5911,1h 23 min,,,5911
5912,1h 42 min,"$70,000,000","$112,587,658",5912
5913,0h 18 min,,,5913
5914,1h 33 min,,,5914
5915,1h 58 min,,"$387,053,506",5915
5916,1h 42 min,"$3,200,000","$179,590",5916
5917,1h 29 min,"$20,000,000","$22,217,407",5917
5918,1h 52 min,"$8,000,000","$18,090,181",5918
5919,1h 31 min,"$24,000,000","$43,455,230",5919
5920,1h 30 min,,,5920
5921,2h 19 min,"$258,000,000","$894,983,373",5921
5922,1h 58 min,"$48,000,000","$73,279,888",5922
5923,1h 47 min,"$50,000,000","$549,368,315",5923
5924,1h 30 min,,,5924
5925,1h 42 min,,"$7,331,839",5925
5926,1h 39 min,"$12,000,000","$49,579,269",5926
5927,1h 23 min,,,5927
5928,1h 37 min,"$1,709,686",,5928
5929,1h 37 min,,"$24,931,915",5929
5930,2h 8 min,"$185,000,000","$261,119,292",5930
5931,1h 45 min,"$24,000,000","$70,181,428",5931
5932,1h 33 min,,,5932
5933,1h 58 min,"$90,000,000","$237,200,000",5933
5934,1h 54 min,"$27,000,000","$179,033,791",5934
5935,1h 27 min,,,5935
5936,1h 55 min,"$40,000,000","$3,643,591",5936
5937,1h 42 min,"$42,000,000","$46,221,189",5937
5938,1h 27 min,"$50,000,000","$69,834,815",5938
5939,2h 0 min,"$27,500,000","$24,748,670",5939
5940,1h 44 min,"$1,000,000","$20,267,069",5940
5941,2h 7 min,"$90,000,000","$137,307,235",5941
5942,2h 31 min,"$200,000,000","$169,601,036",5942
5943,1h 32 min,,"$2,830,775",5943
5944,1h 10 min,,,5944
5945,1h 8 min,,,5945
5946,2h 8 min,"$50,000,000","$93,974,620",5946
5947,2h 1 min,,"$228,894",5947
5948,1h 47 min,"$14,400,000","$34,564,651",5948
5949,2h 3 min,"$32,000,000","$152,000,000",5949
5950,1h 47 min,,,5950
5951,1h 40 min,"$25,000,000","$10,115,013",5951
5952,1h 39 min,"$30,000,000","$90,810,892",5952
5953,1h 35 min,"$16,000,000","$48,900,000",5953
5954,1h 44 min,"$22,000,000","$33,788,161",5954
5955,1h 34 min,"$15,800,000","$11,277,120",5955
5956,1h 32 min,,"$4,417,667",5956
5957,1h 25 min,"$318,000","$121,179",5957
5958,1h 31 min,"$6,000,000","$40,900,000",5958
5959,1h 34 min,,"$1,400,000",5959
5960,1h 41 min,"$65,000,000","$65,079,104",5960
5961,1h 40 min,"$1,125,000","$12,121,618",5961
5962,1h 36 min,,"$1,398,488",5962
5963,1h 55 min,"$30,000,000","$100,000,000",5963
5964,1h 26 min,"$28,000,000","$17,000,000",5964
5965,1h 47 min,"$15,000,000","$69,623,713",5965
5966,1h 53 min,"$30,000,000","$75,505,973",5966
5967,1h 40 min,,,5967
5968,1h 31 min,,,5968
5969,1h 49 min,,"$167,994",5969
5970,1h 42 min,"$4,000,000","$22,384,741",5970
5971,1h 47 min,"$6,800,000","$26,518,355",5971
5972,1h 54 min,"$30,000,000","$81,471,882",5972
5973,1h 36 min,"$10,000,000",,5973
5974,1h 51 min,"$45,000,000","$94,216,343",5974
5975,1h 55 min,"$40,000,000","$43,070,915",5975
5976,1h 57 min,"$26,000,000","$31,807,156",5976
5977,1h 49 min,"$40,000,000","$196,800,000",5977
5978,2h 11 min,"$66,000,000","$203,277,636",5978
5979,1h 51 min,,"$339,889",5979
5980,1h 15 min,,,5980
5981,1h 56 min,"$2,000,000","$6,000,000",5981
5982,1h 44 min,"$14,000,000","$18,062,279",5982
5983,1h 36 min,,"$131,465",5983
5984,1h 49 min,"$18,000,000","$17,374,595",5984
5985,1h 39 min,"$41,900,000","$66,978,229",5985
5986,1h 35 min,"$1,000,000","$14,659,448",5986
5987,1h 47 min,"$50,000,000","$216,972,543",5987
5988,1h 26 min,"$1,645,000","$868,081",5988
5989,1h 33 min,"$10,000,000","$1,045,786",5989
5990,1h 43 min,,,5990
5991,1h 45 min,,,5991
5992,0h 45 min,,,5992
5993,1h 46 min,"$8,000,000","$9,630,444",5993
5994,1h 44 min,,"$1,672,940",5994
5995,2h 3 min,"$35,000,000","$211,952,420",5995
5996,1h 50 min,"$55,000,000","$99,300,000",5996
5997,1h 31 min,"$3,500,000",,5997
5998,1h 31 min,,"$3,094,813",5998
5999,1h 32 min,"$70,000,000","$217,124,280",5999
6000,1h 47 min,"$4,000,000",,6000
6001,1h 40 min,"$110,000,000","$293,329,073",6001
6002,1h 32 min,,,6002
6003,2h 2 min,"$10,000,000","$86,000,000",6003
6004,1h 46 min,"$8,000,000","$9,630,444",6004
6005,2h 6 min,"$120,000,000","$415,440,673",6005
6006,1h 36 min,"$8,000,000","$5,468,650",6006
6007,1h 29 min,"$1,000,000",,6007
6008,1h 52 min,"$15,000,000","$6,284,090",6008
6009,1h 36 min,,,6009
6010,1h 38 min,"$30,000,000","$77,677,553",6010
6011,1h 37 min,,,6011
6012,1h 41 min,,"$22,586,863",6012
6013,1h 49 min,,"$844,281",6013
6014,1h 55 min,"$18,000,000","$1,220,058",6014
6015,1h 24 min,,,6015
6016,1h 51 min,"$30,000,000","$160,300,000",6016
6017,1h 49 min,"$31,000,000","$53,200,000",6017
6018,1h 50 min,"$60,000,000",,6018
6019,1h 20 min,"$25,000,000","$21,300,000",6019
6020,1h 45 min,"$1,377,800","$3,900,000",6020
6021,1h 37 min,,,6021
6022,1h 53 min,"$60,000,000","$7,000,000",6022
6023,1h 54 min,"$50,000,000","$71,561,644",6023
6024,1h 38 min,"$8,000,000","$3,453,043",6024
6025,1h 35 min,"$20,000,000",,6025
6026,1h 55 min,"$60,000,000","$100,572,044",6026
6027,1h 44 min,"$5,000,000","$328,203,506",6027
6028,2h 12 min,"$1,900,000",,6028
6029,1h 31 min,"$74,000,000","$1,159,457,503",6029
6030,1h 45 min,"$28,000,000","$134,400,000",6030
6031,1h 41 min,,"$33,691,313",6031
6032,1h 46 min,"$27,000,000","$231,252,591",6032
6033,1h 44 min,"$210,000,000","$459,359,555",6033
6034,2h 0 min,,,6034
6035,2h 10 min,"$100,000,000","$291,400,000",6035
6036,1h 52 min,,,6036
6037,1h 32 min,,"$6,483,963",6037
6038,1h 19 min,,,6038
6039,2h 17 min,"$10,000,000","$100,489,151",6039
6040,2h 3 min,"$45,000,000","$112,000,000",6040
6041,1h 46 min,"$70,000,000","$101,371,017",6041
6042,1h 50 min,"$2,250,000","$9,500,000",6042
6043,2h 10 min,"$30,000,000","$15,395,087",6043
6044,1h 48 min,,"$11,650",6044
6045,1h 33 min,"$25,000,000","$16,057,580",6045
6046,1h 46 min,,,6046
6047,1h 33 min,,,6047
6048,2h 14 min,"$12,000,000","$5,500,277",6048
6049,1h 48 min,"$10,000,000","$164,876,498",6049
6050,1h 50 min,,,6050
6051,1h 44 min,"$10,000,000",,6051
6052,1h 34 min,"$4,015,000","$31,063,038",6052
6053,1h 48 min,"$30,000,000","$180,622,424",6053
6054,2h 21 min,"$30,000,000","$8,574,339",6054
6055,1h 45 min,"$15,000,000","$11,991,669",6055
6056,1h 48 min,"$14,000,000","$10,100,000",6056
6057,1h 37 min,"$18,000,000","$74,189,677",6057
6058,2h 27 min,"$190,000,000","$156,497,322",6058
6059,1h 41 min,"$25,000,000","$15,366,466",6059
6060,1h 52 min,"$33,000,000","$67,200,000",6060
6061,1h 36 min,"$2,000,000","$14,333,790",6061
6062,1h 22 min,,"$13,000,000",6062
6063,1h 41 min,"$15,000,000","$14,103,752",6063
6064,1h 32 min,,,6064
6065,1h 35 min,,,6065
6066,1h 38 min,"$25,000,000","$27,645,491",6066
6067,1h 34 min,,,6067
6068,1h 56 min,"$11,000,000","$16,071,990",6068
6069,1h 34 min,"$86,000,000","$108,605,609",6069
6070,1h 47 min,"$50,000,000","$170,128,460",6070
6071,1h 52 min,,"$889,529",6071
6072,1h 45 min,,"$56,385",6072
6073,2h 0 min,"$70,000,000","$170,270,201",6073
6074,1h 41 min,"$4,000,000","$973,613",6074
6075,1h 43 min,,,6075
6076,1h 50 min,,,6076
6077,1h 56 min,"$40,000,000","$33,562,069",6077
6078,2h 8 min,,"$6,202,879",6078
6079,1h 37 min,,"$8,801",6079
6080,1h 33 min,"$23,000,000","$38,505,009",6080
6081,1h 56 min,"$26,000,000","$177,400,000",6081
6082,1h 41 min,,,6082
6083,1h 38 min,,,6083
6084,1h 47 min,"$21,700,000",,6084
6085,1h 31 min,,,6085
6086,1h 43 min,"$28,000,000","$60,700,000",6086
6087,1h 35 min,,,6087
6088,1h 35 min,"$550,000","$59,754,601",6088
6089,1h 44 min,,,6089
6090,1h 41 min,"$850,000",,6090
6091,1h 34 min,"$4,000,000","$125,700,000",6091
6092,1h 37 min,"$3,000,000","$12,090,735",6092
6093,1h 30 min,"$40,000,000","$152,039,882",6093
6094,1h 46 min,,,6094
6095,1h 38 min,"$8,500,000","$8,936,663",6095
6096,1h 15 min,,,6096
6097,1h 58 min,,,6097
6098,1h 46 min,,"$1,296,937",6098
6099,1h 26 min,"$25,000,000","$27,685,016",6099
6100,1h 36 min,"$9,000,000","$8,119,285",6100
6101,1h 36 min,"$9,000,000","$8,119,285",6101
6102,1h 57 min,"$110,000,000","$177,238,796",6102
6103,1h 47 min,"$9,800,000","$17,200,000",6103
6104,1h 47 min,,"$38,016,380",6104
6105,1h 40 min,"$9,000,000","$2,671,855",6105
6106,2h 13 min,"$32,000,000","$156,167,015",6106
6107,1h 31 min,,,6107
6108,1h 45 min,"$10,000,000","$118,587,880",6108
6109,1h 34 min,"$7,971,518",,6109
6110,1h 10 min,,,6110
6111,2h 38 min,"$165,000,000","$220,597,098",6111
6112,1h 48 min,,,6112
6113,1h 29 min,,"$2,600,000",6113
6114,1h 41 min,"$3,500,000","$44,462",6114
6115,1h 38 min,"$7,500,000","$11,782,282",6115
6116,1h 55 min,,,6116
6117,1h 46 min,"$40,000,000","$91,753,202",6117
6118,1h 35 min,"$10,000,000","$21,800,000",6118
6119,2h 19 min,"$8,500,000","$2,053,469",6119
6120,1h 32 min,"$20,000,000","$70,700,000",6120
6121,1h 28 min,"$200,000",,6121
6122,1h 27 min,"$5,000,000","$3,142,154",6122
6123,1h 39 min,"$75,000,000","$14,594,226",6123
6124,1h 50 min,"$32,000,000","$94,539,426",6124
6125,1h 55 min,,"$2,049,844",6125
6126,1h 28 min,,"$14,353,654",6126
6127,1h 45 min,"$30,000,000","$111,898,845",6127
6128,1h 42 min,"$80,000,000","$271,430,189",6128
6129,2h 20 min,"$200,000,000","$321,669,741",6129
6130,1h 42 min,"$12,000,000","$77,063,924",6130
6131,1h 25 min,"$35,000","$416,322",6131
6132,2h 5 min,"$70,000,000","$32,287,044",6132
6133,1h 33 min,,,6133
6134,1h 12 min,,,6134
6135,2h 0 min,"$7,200,000","$116,019,547",6135
6136,1h 27 min,"$10,000,000","$680,351",6136
6137,1h 17 min,,,6137
6138,1h 43 min,,,6138
6139,2h 0 min,"$25,000,000","$24,900,000",6139
6140,1h 25 min,,,6140
6141,1h 41 min,,,6141
6142,1h 31 min,"$21,000,000","$970,816",6142
6143,1h 47 min,"$12,000,000","$40,050,884",6143
6144,1h 44 min,"$10,000,000","$28,041,861",6144
6145,2h 10 min,"$65,000,000","$128,900,000",6145
6146,1h 56 min,"$60,000,000","$149,700,000",6146
6147,2h 4 min,,"$26,657,534",6147
6148,1h 53 min,,,6148
6149,1h 39 min,,,6149
6150,1h 28 min,"$179,000","$1,000,000",6150
6151,2h 14 min,"$30,000,000","$49,114,016",6151
6152,1h 51 min,"$15,000,000","$5,926,410",6152
6153,1h 52 min,,"$2,534,122",6153
6154,1h 43 min,"$65,000,000","$143,695,338",6154
6155,1h 30 min,,,6155
6156,1h 36 min,"$21,800,000",,6156
6157,1h 39 min,"$5,000,000","$19,905,359",6157
6158,1h 25 min,"$26,000,000","$57,891,803",6158
6159,1h 34 min,"$25,000,000","$57,678,321",6159
6160,1h 37 min,"$6,500,000","$30,218,387",6160
6161,1h 37 min,"$6,500,000","$30,218,387",6161
6162,2h 9 min,"$80,000,000","$300,000",6162
6163,1h 25 min,"$6,000,000","$22,783,699",6163
6164,1h 48 min,,,6164
6165,1h 37 min,"$4,900,000","$2,159,041",6165
6166,0h 35 min,,,6166
6167,1h 56 min,"$800,000","$1,800,000",6167
6168,2h 2 min,"$9,000,000","$20,541",6168
6169,1h 43 min,,"$3,286,448",6169
6170,1h 38 min,"$10,000,000","$10,571,408",6170
6171,2h 38 min,"$85,000,000","$66,976,317",6171
6172,1h 30 min,,,6172
6173,1h 53 min,,,6173
6174,1h 46 min,,,6174
6175,1h 31 min,,,6175
6176,1h 42 min,"$65,000,000","$39,400,000",6176
6177,1h 46 min,,"$29,303,571",6177
6178,1h 29 min,"$9,500,000","$7,800,000",6178
6179,1h 43 min,"$45,000,000","$65,470,529",6179
6180,1h 43 min,,,6180
6181,2h 3 min,"$160,000,000","$433,677,183",6181
6182,1h 28 min,"$95,000,000","$877,244,782",6182
6183,2h 2 min,,"$455,815",6183
6184,1h 47 min,"$4,798,235","$6,879,667",6184
6185,1h 30 min,"$250,000","$3,542,353",6185
6186,1h 33 min,"$165,000,000","$752,600,867",6186
6187,2h 3 min,"$30,000,000","$64,352,607",6187
6188,1h 51 min,"$38,000,000","$118,102,725",6188
6189,1h 28 min,,,6189
6190,1h 24 min,"$60,400",,6190
6191,1h 31 min,,"$1,216,642",6191
6192,1h 50 min,,,6192
6193,1h 35 min,"$65,000,000","$211,800,000",6193
6194,1h 15 min,"$27,000,000","$13,670,688",6194
6195,1h 35 min,"$1,158,003",,6195
6196,1h 44 min,"$15,000,000","$15,200,000",6196
6197,2h 12 min,"$160,000,000","$300,257,475",6197
6198,1h 38 min,,,6198
6199,1h 51 min,"$19,500,000","$34,854,990",6199
6200,1h 40 min,"$10,000,000","$7,840,873",6200
6201,2h 10 min,"$98,000,000","$443,280,904",6201
6202,1h 48 min,"$6,600,000","$4,982,335",6202
6203,0h 25 min,,,6203
6204,1h 33 min,,,6204
6205,1h 39 min,,"$18,472,850",6205
6206,1h 47 min,"$38,000,000","$57,319,029",6206
6207,2h 4 min,"$60,000,000","$159,300,000",6207
6208,1h 22 min,,,6208
6209,1h 59 min,"$25,000,000","$14,302,779",6209
6210,1h 28 min,"$140,000,000","$445,100,000",6210
6211,1h 35 min,"$1,158,003",,6211
6212,1h 40 min,,,6212
6213,1h 39 min,"$20,000,000","$4,600,000",6213
6214,1h 38 min,"$11,000,000","$19,595,031",6214
6215,1h 34 min,"$20,000,000","$13,801,755",6215
6216,1h 38 min,"$2,500,000","$12,400,000",6216
6217,1h 55 min,,,6217
6218,1h 35 min,,"$30,112,050",6218
6219,1h 51 min,"$38,000,000","$24,690,441",6219
6220,1h 55 min,"$46,000,000","$101,200,000",6220
6221,1h 32 min,,,6221
6222,1h 57 min,"$10,000,000","$3,400,278",6222
6223,1h 36 min,"$100,000","$444,098",6223
6224,1h 48 min,,,6224
6225,1h 57 min,"$38,000,000","$266,614,059",6225
6226,1h 46 min,"$20,000,000","$47,817,020",6226
6227,1h 39 min,"$40,000,000","$21,921,551",6227
6228,1h 22 min,,"$7,375,119",6228
6229,0h 20 min,,,6229
6230,1h 53 min,,,6230
6231,1h 30 min,"$3,000,000","$4,500,000",6231
6232,1h 16 min,"$24,000,000","$32,710,894",6232
6233,2h 7 min,"$65,000,000","$121,545,703",6233
6234,1h 35 min,,,6234
6235,1h 33 min,"$2,700,000","$3,500,000",6235
6236,1h 44 min,"$30,000,000","$119,942,387",6236
6237,1h 58 min,"$94,000,000","$274,650,803",6237
6238,1h 53 min,"$60,000,000","$105,200,000",6238
6239,1h 49 min,"$19,000,000","$18,755,936",6239
6240,1h 33 min,"$500,000","$453,708",6240
6241,1h 59 min,"$110,000,000","$333,011,068",6241
6242,1h 56 min,,,6242
6243,1h 59 min,"$110,000,000","$297,002,527",6243
6244,1h 33 min,"$1,000,000","$2,963,902",6244
6245,1h 51 min,"$30,000,000","$36,894,225",6245
6246,1h 19 min,"$8,000,000","$2,275,557",6246
6247,2h 10 min,"$30,000,000","$31,200,557",6247
6248,1h 21 min,"$10,000,000","$17,000,000",6248
6249,1h 42 min,"$6,100,000",,6249
6250,1h 28 min,"$19,000,000","$278,019,771",6250
6251,2h 7 min,,"$2,800,000",6251
6252,1h 47 min,"$60,000,000","$157,920,733",6252
6253,1h 55 min,"$20,000,000","$67,200,000",6253
6254,1h 9 min,,,6254
6255,1h 23 min,"$900,000","$77,000,000",6255
6256,1h 34 min,"$45,000,000","$129,400,000",6256
6257,1h 45 min,"$13,000,000","$115,890,792",6257
6258,1h 25 min,"$7,000,000",,6258
6259,1h 35 min,,,6259
6260,1h 30 min,,,6260
6261,1h 39 min,"$50,000,000","$16,671,505",6261
6262,1h 48 min,"$72,500,000","$163,000,000",6262
6263,1h 30 min,"$25,000,000","$232,225,908",6263
6264,1h 21 min,"$4,900,000","$148,868,835",6264
6265,1h 31 min,"$530,000",,6265
6266,2h 4 min,"$130,000,000","$459,200,000",6266
6267,1h 41 min,"$60,000,000","$199,043,242",6267
6268,1h 31 min,"$45,000,000","$376,100,000",6268
6269,1h 33 min,"$80,000,000","$68,500,000",6269
6270,1h 24 min,"$12,600,000","$28,650,575",6270
6271,1h 38 min,,,6271
6272,1h 35 min,"$175,000,000","$254,997,360",6272
6273,1h 22 min,,,6273
6274,2h 11 min,"$45,000,000","$82,966,152",6274
6275,1h 42 min,"$30,000,000","$26,810,113",6275
6276,1h 40 min,,,6276
6277,1h 43 min,,"$2,122,288",6277
6278,1h 42 min,"$8,000,000","$5,000,000",6278
6279,1h 22 min,,"$6,842,058",6279
6280,1h 39 min,"$15,000,000","$27,462,041",6280
6281,1h 39 min,"$15,000,000","$27,462,041",6281
6282,1h 34 min,"$15,000,000","$64,000,000",6282
6283,1h 32 min,"$20,000,000","$168,423,227",6283
6284,1h 48 min,"$22,000,000","$57,479,076",6284
6285,1h 43 min,,"$2,122,288",6285
6286,1h 46 min,"$100,000,000","$150,166,126",6286
6287,1h 41 min,,,6287
6288,1h 36 min,,,6288
6289,1h 26 min,"$17,000,000","$119,100,000",6289
6290,2h 3 min,"$120,000,000","$415,484,914",6290
6291,2h 1 min,"$11,000,000","$8,862,354",6291
6292,0h 28 min,"$60,000,000",,6292
6293,2h 4 min,"$33,000,000","$54,700,105",6293
6294,1h 42 min,,,6294
6295,1h 38 min,,,6295
6296,1h 29 min,,"$3,300,000",6296
6297,1h 29 min,,,6297
6298,1h 44 min,"$20,000,000","$54,830,779",6298
6299,1h 51 min,"$27,000,000","$7,164,778",6299
6300,1h 8 min,"$75,000",,6300
6301,2h 1 min,,,6301
6302,1h 37 min,"$13,000,000","$71,079,915",6302
6303,1h 19 min,,"$2,514,478",6303
6304,2h 5 min,,,6304
6305,1h 32 min,"$150,000,000","$629,400,000",6305
6306,2h 4 min,"$68,000,000","$193,921,372",6306
6307,1h 43 min,"$100,000,000","$314,975,955",6307
6308,1h 32 min,,,6308
6309,1h 44 min,,"$54,639,553",6309
6310,1h 58 min,"$15,000,000","$6,669,097",6310
6311,1h 45 min,,,6311
6312,1h 43 min,"$2,500,000","$911,000",6312
6313,2h 2 min,"$22,000,000","$13,025,860",6313
6314,1h 50 min,"$8,000,000",,6314
6315,1h 48 min,,"$9,696,204",6315
6316,1h 26 min,"$3,500,000","$4,400,000",6316
6317,1h 21 min,"$60,000","$248,639,099",6317
6318,2h 15 min,"$297,000,000","$569,626,289",6318
6319,1h 43 min,,,6319
6320,1h 57 min,"$80,000,000","$81,126,522",6320
6321,1h 31 min,,"$13,985,225",6321
6322,1h 33 min,,,6322
6323,1h 43 min,"$16,000,000","$72,282,227",6323
6324,2h 2 min,"$10,000,000",,6324
6325,1h 33 min,,,6325
6326,1h 19 min,,"$2,514,478",6326
6327,1h 15 min,,,6327
6328,1h 35 min,,,6328
6329,1h 44 min,,,6329
6330,1h 41 min,"$67,000,000","$47,267,001",6330
6331,1h 24 min,"$30,000,000","$495,303",6331
6332,2h 8 min,"$150,000,000",,6332
6333,1h 51 min,"$29,000,000","$26,000,000",6333
6334,1h 56 min,,"$4,965,950",6334
6335,1h 34 min,,"$27,308,918",6335
6336,2h 3 min,"$160,000,000","$524,978,362",6336
6337,1h 49 min,"$25,000,000","$96,262,212",6337
6338,1h 38 min,"$14,000,000","$22,852,638",6338
6339,1h 42 min,"$180,000,000","$73,621,640",6339
6340,1h 58 min,"$20,000,000","$151,530",6340
6341,1h 58 min,"$20,000,000","$151,530",6341
6342,1h 53 min,"$52,000,000","$77,944,725",6342
6343,1h 54 min,"$30,000,000","$1,015,760",6343
6344,1h 39 min,,"$889,816",6344
6345,1h 38 min,,,6345
6346,1h 30 min,"$270,000","$592,116",6346
6347,2h 23 min,,"$45,858,563",6347
6348,1h 44 min,"$60,000,000","$105,200,000",6348
6349,1h 24 min,"$45,000",,6349
6350,2h 10 min,"$4,000,000","$2,514,679",6350
6351,1h 11 min,,"$3,300,000",6351
6352,1h 45 min,"$20,000,000","$45,500,000",6352
6353,1h 55 min,"$42,000,000","$63,781,810",6353
6354,1h 50 min,"$15,000,000","$26,712,476",6354
6355,2h 35 min,"$35,000,000","$25,100,000",6355
6356,2h 0 min,"$50,000,000","$13,037,403",6356
6357,1h 44 min,,"$2,983,784",6357
6358,1h 50 min,"$12,000,000","$45,000,000",6358
6359,1h 49 min,"$30,000,000","$140,081,992",6359
6360,1h 44 min,"$1,000,000",,6360
6361,1h 30 min,"$55,000,000","$17,869,048",6361
6362,1h 20 min,,,6362
6363,2h 47 min,"$85,000,000","$100,266,865",6363
6364,1h 48 min,"$18,000,000","$90,146,510",6364
6365,1h 34 min,"$17,820,000","$14,054,361",6365
6366,1h 36 min,"$11,000,000","$91,258,000",6366
6367,2h 8 min,"$30,000,000","$29,942,746",6367
6368,2h 26 min,"$40,000,000","$26,620,002",6368
6369,1h 29 min,,,6369
6370,1h 47 min,"$40,000,000","$60,040,976",6370
6371,1h 33 min,,"$3,110,000",6371
6372,1h 44 min,"$30,000,000","$15,391,979",6372
6373,1h 41 min,"$30,000,000","$127,369,981",6373
6374,1h 31 min,"$35,000,000","$31,100,000",6374
6375,1h 26 min,"$17,000,000","$43,200,000",6375
6376,1h 45 min,"$25,000,000","$36,351,350",6376
6377,1h 34 min,"$18,000,000","$62,646,763",6377
6378,1h 53 min,"$8,000,000","$5,634,828",6378
6379,1h 38 min,,,6379
6380,1h 48 min,,,6380
6381,1h 30 min,"$13,749,400","$2,842,040",6381
6382,1h 54 min,"$28,000,000","$58,834,384",6382
6383,2h 2 min,"$48,000,000","$22,420,000",6383
6384,2h 11 min,"$27,500,000","$187,500,000",6384
6385,1h 46 min,"$200,000,000","$589,593,688",6385
6386,2h 1 min,,,6386
6387,2h 14 min,"$83,000,000",,6387
6388,1h 52 min,"$1,000,000","$956,425",6388
6389,1h 36 min,,"$1,451,864",6389
6390,1h 52 min,"$20,000,000","$55,030,051",6390
6391,2h 9 min,"$21,000,000",,6391
6392,1h 24 min,"$3,500,000","$3,600,000",6392
6393,1h 58 min,"$48,000,000","$76,019,048",6393
6394,1h 41 min,"$20,000,000","$7,535,331",6394
6395,1h 40 min,"$50,000,000","$287,928,194",6395
6396,1h 42 min,"$6,045,750","$3,662,671",6396
6397,1h 43 min,"$25,000,000","$40,452,643",6397
6398,1h 52 min,"$21,000,000","$8,329,799",6398
6399,1h 34 min,"$5,000,000","$98,450,062",6399
6400,1h 51 min,"$32,000,000","$18,409,891",6400
6401,1h 42 min,"$24,000,000","$42,105,111",6401
6402,1h 41 min,,,6402
6403,2h 10 min,"$35,000,000","$67,450,815",6403
6404,0h 4 min,"$500,000",,6404
6405,1h 27 min,,"$240,476",6405
6406,1h 31 min,"$150,000",,6406
6407,2h 5 min,"$388,369,742","$476,071,180",6407
6408,1h 26 min,"$10,000,000",,6408
6409,2h 12 min,"$250,000,000","$284,100,000",6409
6410,1h 38 min,"$10,000,000","$47,709,193",6410
6411,1h 35 min,"$2,000,000","$4,389,334",6411
6412,1h 45 min,"$50,000,000","$55,495,563",6412
6413,1h 41 min,,"$1,019,041",6413
6414,1h 38 min,"$12,156,348","$8,750,678",6414
6415,1h 51 min,"$12,000,000","$1,790,061",6415
6416,1h 31 min,"$35,000",,6416
6417,2h 24 min,"$6,500,000","$26,533,200",6417
6418,1h 44 min,"$28,000,000","$130,560,428",6418
6419,1h 13 min,,,6419
6420,1h 30 min,"$30,000,000","$212,385,533",6420
6421,1h 47 min,,"$50,866,901",6421
6422,1h 18 min,,,6422
6423,1h 29 min,"$60,000,000","$197,183,546",6423
6424,1h 28 min,"$70,000,000","$160,112,671",6424
6425,1h 38 min,"$24,000,000","$23,081,726",6425
6426,1h 29 min,"$6,000,000","$9,200,000",6426
6427,1h 42 min,,,6427
6428,1h 42 min,"$125,000,000","$292,400,000",6428
6429,1h 32 min,"$20,000,000","$14,397,593",6429
6430,1h 33 min,"$9,458,736","$24,563,629",6430
6431,1h 22 min,,,6431
6432,1h 47 min,"$6,500,000",,6432
6433,1h 57 min,"$16,000,000","$5,867,686",6433
