id,director,top_billed,budget_usd,revenue_usd
5379,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman, Paul Drake",22000000,150000000
5380,Mike Nichols,"Tom Hanks, Julia Roberts, Philip Seymour Hoffman, Amy Adams, Emily Blunt",75000000,119483446
5381,Rob Cohen,"Dennis Quaid, Sean Connery, David Thewlis, Dina Meyer, Pete Postlethwaite",57000000,115267375
5382,Paul W. S. Anderson,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones",60000000,26700000
5383,Sean Penn,"Jack Nicholson, Helen Mirren, Aaron Eckhart, Robin Wright, Sam Shepard",35000000,29419291
5384,Maggie Gyllenhaal,"Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris, Paul Mescal",,14521
5385,Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos, Bill Paxton",61000000,131940411
5386,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young",10000000,85300000
5387,Robert Rodriguez,"Jordana Brewster, Clea DuVall, Laura Harris, Josh Hartnett, Shawn Hatosy",15000000,40283321
5388,Jules Bass,"Orson Bean, John Huston, Hans Conried, Richard Boone, Theodore Gottlieb",3000000,
5389,Brendan Muldowney,"Elisha Cuthbert, Eoin Macken, Dylan Fitzmaurice-Brady, Tara Lee, Michael-David McKernan",,
5390,Thomas Lilti,"Vincent Lacoste, Reda Kateb, Jacques Gamblin, Marianne Denicourt, Félix Moati",,
5391,Bud Luckey,Bud Luckey,,
5392,Mamoru Oshii,"Małgorzata Foremniak, Władysław Kowalski, Jerzy Gudejko, Dariusz Biskupski, Bartłomiej Świderski",8000000,8826094
5393,Mel Gibson,"Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson, Gaby Hoffmann",20000000,36560338
5394,Jim Abrahams,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Rowan Atkinson",25000000,133752825
5395,Steven Spielberg,"Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Arliss Howard, Richard Attenborough",73000000,618638999
5396,Guillaume Pierret,"Alban Lenoir, Stéfi Celma, Pascale Arbillot, Sébastien Lalanne, Diego Martín",,
5397,Phillip Noyce,"Rutger Hauer, Terry O'Quinn, Brandon Call, Charles Cooper, Noble Willingham",20000000,2700000
5398,Céline Sciamma,"Pauline Acquart, Louise Blachère, Adèle Haenel, Warren Jacquin, Christel Baras",,
5399,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Joss Ackland, John Shrapnel",100000000,35200000
5400,Luc Jacquet,"Bertille Noël-Bruneau, Isabelle Carré, Kate Winslet, Thomas Laliberté, Camille Lambert",13000000,29610210
5401,Abe Forsythe,"Lupita Nyong'o, Alexander England, Josh Gad, Diesel La Torraca, Kat Stewart",,
5402,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez, Diane Ladd",60000000,101134059
5403,Sion Sono,"Ryo Ishibashi, Akaji Maro, Masatoshi Nagase, Sayako Hagiwara, Hideo Sako",250000,
5404,Frank Nissen,"Jennifer Hale, Christopher Daniel Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor",,
5405,Terry Zwigoff,"Billy Bob Thornton, Tony Cox, Brett Kelly, Lauren Graham, Lauren Tom",23000000,76500000
5406,Woody Allen,"Woody Allen, George Hamilton, Téa Leoni, Debra Messing, Mark Rydell",16000000,14569236
5407,Roland Emmerich,"Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok, Jay O. Sanders",125000000,552639571
5408,Scott Speer,"Bella Thorne, Richard Harmon, Dermot Mulroney, Amy Price-Francis, Shaun Benson",,
5409,Francis Lawrence,"Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling, Jeremy Irons",69000000,151572634
5410,Sergio Martino,"Lino Banfi, Camillo Milli, Andrea Roncato, Gigi Sammarchi, Giuliana Calandra",,
5411,Sean McNamara,"Hilary Duff, Oliver James, David Keith, Johnny Lewis, Rita Wilson",15000000,14867514
5412,Steve Oedekerk,"Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito, Kelly Preston",25000000,44480039
5413,Mike Nichols,"Harrison Ford, Annette Bening, Bill Nunn, Rebecca Miller, Bruce Altman",25000000,43001500
5414,Nicholaus Goossen,"Allen Covert, Linda Cardellini, Peter Dante, Shirley Knight, Joel David Moore",5000000,6538177
5415,George Miller,"Jack Nicholson, Cher, Susan Sarandon, Michelle Pfeiffer, Veronica Cartwright",22000000,63766510
5416,Ken Cunningham,"Helen Sadler, Omar Benson Miller, Jake Green, Kelly Marie Tran, Trevor Devall",,
5417,Don Michael Paul,"Devon Sawa, Yael Eitan, Nicholas Aaron, Ben Cross, Amaury Nolasco",,
5418,Jason Hall,"Miles Teller, Haley Bennett, Joe Cole, Amy Schumer, Beulah Koale",20000000,9400000
5419,Christopher Landon,"Tye Sheridan, Sarah Dumont, Logan Miller, Joey Morgan, David Koechner",15000000,14900000
5420,Hiroshi Watanabe,"Megumi Hayashibara, Maria Kawamura, Akiko Hiramatsu, Akio Otsuka, Chafurin",,
5421,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Wang ZhenWei",40000000,359126022
5422,Clint Eastwood,"Clint Eastwood, Isaiah Washington, LisaGay Hamilton, James Woods, Denis Leary",55000000,16700000
5423,Bryan Singer,"Brad Renfro, Ian McKellen, Bruce Davison, Elias Koteas, Joe Morton",14000000,8863193
5424,Peter Berg,"Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger, Michael Gaston",,
5425,Ubaldo Ragona,"Vincent Price, Franca Bettoia, Emma Danieli, Giacomo Rossi Stuart, Umberto Raho",300000,
5426,Marçal Forés,"Clara Galle, Julio Peña, Guillermo Lasheras, Natalia Azahara, Hugo Arbues",,
5427,Lila Neugebauer,"Jennifer Lawrence, Brian Tyree Henry, Linda Emond, Jayne Houdyshell, Stephen McKinley Henderson",,
5428,Gennaro Nunziante,"Checco Zalone, Nabiha Akkari, Rocco Papaleo, Tullio Solenghi, Anna Rita Del Piano",6000000,
5429,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon, Gregg Henry",2500000,1185012
5430,Nick Hurran,"Kevin Zegers, Samaire Armstrong, Sherry Miller, Robert Joy, Sharon Osbourne",15500000,7385434
5431,Jérémie Degruson,"Pappy Faulkner, Christopher Lee Parson, Terrence Stone, Marieve Herington, Cinda Adams",30000000,46372519
5432,Yeon Sang-ho,"Ryu Seung-ryong, Shim Eun-kyung, Lee Joon, Kim Jae-rok, Jang Hyuk-jin",,2021735
5433,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi",,
5434,Simon J. Smith,"Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon, John Malkovich",132000000,373552094
5435,Brendan Maher,"Matthew Lillard, Bindi Irwin, Andrea Moor, Jack Pearson, Toby Wallace",,
5436,Elizabeth Allen Rosenbaum,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan, Ginnifer Goodwin",15000000,27293743
5437,Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker, Jon Seda",20000000,14946150
5438,Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn",,51264022
5439,Jaume Balagueró,"Calista Flockhart, Richard Roxburgh, Elena Anaya, Gemma Jones, Yasmin Murphy",7000000,6680926
5440,Sheldon Lettich,"Jean-Claude Van Damme, Harrison Page, Lisa Pelikan, Ashley Johnson, Deborah Rennard",6000000,24271196
5441,Danny Leiner,"John Cho, Kal Penn, Paula Garcés, Neil Patrick Harris, David Krumholtz",9000000,23936908
5442,Sheldon Lettich,"Jean-Claude Van Damme, Harrison Page, Lisa Pelikan, Ashley Johnson, Deborah Rennard",6000000,24271196
5443,Andrew Davis,"Michael Douglas, Gwyneth Paltrow, Viggo Mortensen, David Suchet, Sarita Choudhury",60000000,128038368
5444,Donald Petrie,"Sandra Bullock, Benjamin Bratt, Michael Caine, Candice Bergen, William Shatner",45000000,212000000
5445,Jeff Wadlow,"Marlon Wayans, Priah Ferguson, Kelly Rowland, John Michael Higgins, Lauren Lapkus",,
5446,Dean Parisot,"Bruce Willis, John Malkovich, Mary-Louise Parker, Anthony Hopkins, Helen Mirren",84000000,148100000
5447,Ariel Vromen,"Michael Shannon, Winona Ryder, Ray Liotta, Chris Evans, David Schwimmer",20000000,1969193
5448,Joseph Ruben,"Terry O'Quinn, Jill Schoelen, Shelley Hack, Charles Lanyer, Stephen Shellen",,2488740
5449,Lisa Azuelos,"Sophie Marceau, Christa Théret, Jérémy Kapone, Marion Chabassol, Lou Lesage",10900000,31451622
5450,Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin, Christopher McDonald",86000000,14373825
5451,Patrick Tatopoulos,"Rhona Mitra, Bill Nighy, Michael Sheen, Shane Brolly, Steven Mackintosh",35000000,92158961
5452,Jonas Åkerlund,"Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo, Chloe Hunter",2000000,
5453,Woody Allen,"Woody Allen, John Carradine, Lou Jacobi, Louise Lasser, Anthony Quayle",2000000,18016290
5454,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham",,
5455,Tristan Séguéla,"Michel Blanc, Hakim Jemili, Solène Rigot, Chantal Lauby, Franck Gastambide",6837995,6294941
5456,David F. Sandberg,"Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler, Adam Brody",125000000,134038006
5457,John Wells,"Ben Affleck, Tommy Lee Jones, Chris Cooper, Kevin Costner, Maria Bello",15000000,4882577
5458,John Hughes,"Anthony Michael Hall, Kelly LeBrock, Ilan Mitchell-Smith, Bill Paxton, Suzanne Snyder",7500000,38934048
5459,Joe Dante,"Gregory Smith, Kirsten Dunst, Denis Leary, Phil Hartman, David Cross",40000000,54682547
5460,Bob Rafelson,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner, John P. Ryan",12000000,12376625
5461,Trish Sie,"Anna Kendrick, Rebel Wilson, Brittany Snow, Hailee Steinfeld, Elizabeth Banks",45000000,185400345
5462,Goro Miyazaki,"Junichi Okada, Aoi Teshima, Bunta Sugawara, Yuko Tanaka, Teruyuki Kagawa",22000000,68625104
5463,François Simard,"Munro Chambers, Laurence Leboeuf, Michael Ironside, Aaron Jeffery, Edwin Wright",,67132
5464,Tsui Hark,"Andy Lau Tak-Wah, Li Bingbing, Deng Chao, Tony Leung Ka-fai, Carina Lau",13000000,51723285
5465,Ken Loach,"Éric Cantona, Steve Evets, Stephanie Bishop, John Henshaw, Gerard Kearns",,11057648
5466,John Waters,"Johnny Depp, Amy Locane, Susan Tyrrell, Iggy Pop, Ricki Lake",11000000,8266343
5467,Don Coscarelli,"Bruce Campbell, Ossie Davis, Ella Joyce, Heidi Marnhout, Bob Ivy",1000000,1239541
5468,Timur Bekmambetov,"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp, Thomas Kretschmann",75000000,342463063
5469,Todd Haynes,"Christian Bale, Cate Blanchett, Marcus Carl Franklin, Richard Gere, Heath Ledger",20000000,4001121
5470,David Twohy,"Vin Diesel, Thandiwe Newton, Karl Urban, Alexa Davalos, Colm Feore",105000000,115772733
5471,Nigel Cole,"Brenda Blethyn, Craig Ferguson, Martin Clunes, Tchéky Karyo, Jamie Foreman",10000000,26330482
5472,Philippe Lacheau,"Philippe Lacheau, Élodie Fontan, Tarek Boudali, Julien Arruti, Didier Bourdon",,14702744
5473,Andrea Di Stefano,"Joel Kinnaman, Rosamund Pike, Common, Ana de Armas, Clive Owen",60000000,2927708
5474,Caroline Labrèche,"Diego Klattenhoff, Charlotte Sullivan, Brett Donahue, Bradley Sawatzky, Nazariy Demkowicz",,14097
5475,Jay Russell,"Alex Etel, Emily Watson, Ben Chaplin, David Morrissey, Priyanka Xi",40000000,103967384
5476,Ringo Lam,"Jean-Claude Van Damme, Lawrence Taylor, Lloyd Battista, Carlos Gómez, Chris Moir",17000000,293671
5477,Gábor Csupó,"Dakota Blue Richards, Ioan Gruffudd, Tim Curry, Augustus Prew, Natascha McElhone",32000000,7162618
5478,Wes Craven,"Brandon Quintin Adams, Everett McGill, Wendy Robie, A.J. Langer, Ving Rhames",6000000,31400000
5479,Chris Wedge,"Colin Farrell, Amanda Seyfried, Christoph Waltz, Josh Hutcherson, Jason Sudeikis",100000000,268426634
5480,Frank Oz,"Jim Henson, Frank Oz, Dave Goelz, Steve Whitmire, Richard Hunt",8000000,25500000
5481,Woody Allen,"Joaquin Phoenix, Emma Stone, Jamie Blackley, Parker Posey, Joe Stapleton",11000000,27391084
5482,Justin Chadwick,"Alicia Vikander, Dane DeHaan, Christoph Waltz, Judi Dench, Jack O'Connell",25000000,9204549
5483,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church, Gina Gershon",10000000,4633668
5484,Wes Craven,"Brandon Quintin Adams, Everett McGill, Wendy Robie, A.J. Langer, Ving Rhames",6000000,31400000
5485,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Hank Azaria, Tress MacNeille",,
5486,Marc Meyers,"Ross Lynch, Alex Wolff, Anne Heche, Dallas Roberts, Liam Koeth",,1361611
5487,Alan Taylor,"Chris Hemsworth, Natalie Portman, Tom Hiddleston, Christopher Eccleston, Anthony Hopkins",170000000,644783140
5488,Simon West,"Jason Statham, Ben Foster, Donald Sutherland, Mini Anden, Tony Goldwyn",40000000,51070807
5489,Mark Waters,"Addison Rae, Tanner Buchanan, Madison Pettis, Rachael Leigh Cook, Matthew Lillard",,
5490,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement, Emma Thompson",225000000,624000000
5491,Lucky McKee,"Angela Bettis, Jeremy Sisto, Anna Faris, James Duval, Nichole Hiltz",500000,264349
5492,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn",27000000,60527873
5493,Stephen Chow Sing-Chi,"Lin Yun, Deng Chao, Kitty Zhang, Show Lo, Tsui Hark",60720000,553810228
5494,Paul Michael Glaser,"Arnold Schwarzenegger, Richard Dawson, María Conchita Alonso, Yaphet Kotto, Jim Brown",27000000,38122105
5495,John Glen,"Timothy Dalton, Maryam d'Abo, Joe Don Baker, Art Malik, John Rhys-Davies",40000000,191185897
5496,John Glen,"Roger Moore, Carole Bouquet, Topol, Julian Glover, Lynn-Holly Johnson",28000000,195300000
5497,Jean-Jacques Annaud,"William Feng, Shawn Dou, Ankhnyam Ragchaa, Yin Zhusheng, Baasanjav Mijid",38000000,123205624
5498,Daisuke Nishio,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Hiromi Tsuru, Kohei Miyauchi",,18000000
5499,Kelly Marcel,"Tom Hardy, Chiwetel Ejiofor, Juno Temple, Clark Backo, Rhys Ifans",120000000,310000000
5500,Ángel Gómez Hernández,"Rodolfo Sancho, Ramón Barea, Nerea Barros, Belén Fabra, Ana Fernández",,443458
5501,Mia Hansen-Løve,"Isabelle Huppert, André Marcon, Roman Kolinka, Édith Scob, Sarah Le Picard",2100000,282382
5502,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West",2000000,10300000
5503,Alex van Warmerdam,"Jan Bijvoet, Hadewych Minis, Jeroen Perceval, Alex van Warmerdam, Tom Dewispelaere",,
5504,Paul Feig,"Kristen Wiig, Maya Rudolph, Rose Byrne, Chris O'Dowd, Wendi McLendon-Covey",32500000,288383523
5505,Rose Glass,"Kristen Stewart, Katy O'Brian, Ed Harris, Dave Franco, Jena Malone",10000000,12768921
5506,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín, Bárbara Lennie, Inma Cuesta",11318430,17997350
5507,Albert Hughes,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén, Natassia Malthe",51000000,99630675
5508,Gillian Robespierre,"Jenny Slate, Jake Lacy, Gaby Hoffmann, Paul Briganti, Stephen Singer",,3123963
5509,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac",178000000,543934787
5510,Richard Ayoade,"Jesse Eisenberg, Mia Wasikowska, Wallace Shawn, Yasmin Paige, Noah Taylor",,200000
5511,Chris Williams,"John Travolta, Susie Essman, Mark Walton, Malcolm McDowell, Miley Cyrus",150000000,309979994
5512,Terrence Malick,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale, August Schellenberg",30000000,30500000
5513,Francis Ford Coppola,"Richard Gere, Gregory Hines, Diane Lane, Lonette McKee, Bob Hoskins",58000000,25928721
5514,Egor Abramenko,"Oksana Akinshina, Fyodor Bondarchuk, Pyotr Fyodorov, Anton Vasilyev, Aleksey Demidov",2600000,354023
5515,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Gonzalo Menendez, Beau Knapp",,
5516,Stephen Chow Sing-Chi,"Lin Yun, Deng Chao, Kitty Zhang, Show Lo, Tsui Hark",60720000,553810228
5517,John Wells,"Bradley Cooper, Sienna Miller, Omar Sy, Daniel Brühl, Riccardo Scamarcio",20000000,36606743
5518,Darren Paul Fisher,"Daniel Fraser, Eleanor Wyld, Owen Pugh, David Broughton-Davies, Emma Powell",,
5519,Raman Hui,"Antonio Banderas, Gilles Marini, Charlotte Newhouse, Chris Miller, Walt Dohrn",,
5520,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu",7000000,
5521,Gaëtan Brizzi,"Roger Carel, Pierre Tornade, Pierre Mondy, Serge Sauvion, Henri Labussière",,
5522,Ladislas Chollat,"Rayane Bensetti, Alexia Giordano, Guillaume de Tonquédec, Mehdi Kerkouche, Brahim Zaibat",,
5523,Brian Yuzna,"Jeffrey Combs, Bruce Abbott, Claude Earl Jones, Fabiana Udenio, David Gale",2000000,
5524,Fernando Meirelles,"Julianne Moore, Mark Ruffalo, Alice Braga, Yûsuke Iseya, Yoshino Kimura",25000000,19844979
5525,Robin Swicord,"Kathy Baker, Maria Bello, Emily Blunt, Amy Brenneman, Hugh Dancy",,7163566
5526,Chris McKay,"Nicholas Hoult, Nicolas Cage, Awkwafina, Ben Schwartz, Shohreh Aghdashloo",65000000,26874347
5527,Scott Cooper,"Johnny Depp, Joel Edgerton, Julianne Nicholson, Dakota Johnson, Kevin Bacon",53000000,99975678
5528,Christopher Nolan,Jeremy Theobald,,
5529,Daniel Petrie,"Don Ameche, Wilford Brimley, Courteney Cox, Hume Cronyn, Jack Gilford",17500000,25000000
5530,Dylan Brown,"Brianna Denski, Norbert Leo Butz, Ken Hudson Campbell, Mila Kunis, John Oliver",100000000,119559110
5531,David Greig,N/A,2000,
5532,John Huston,"Aileen Quinn, Albert Finney, Carol Burnett, Ann Reinking, Tim Curry",35000000,57063861
5533,Brian Pimental,"Alexander Gould, Patrick Stewart, Brendon Baerg, Nicky Jones, Andrea Bowen",,
5534,Stuart Baird,"Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano, Kate Nelligan",60000000,102367405
5535,Jake Szymanski,"Andy Samberg, Kit Harington, Jon Hamm, Michael Sheen, Karen Gillan",,
5536,Bille August,"Jeremy Irons, Mélanie Laurent, Jack Huston, Martina Gedeck, Tom Courtenay",7700000,
5537,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore",200000000,708962323
5538,Ken Kwapis,"Amber Tamblyn, America Ferrera, Blake Lively, Alexis Bledel, Bradley Whitford",25000000,39053061
5539,Richard Shepard,"Richard Gere, Terrence Howard, Jesse Eisenberg, James Brolin, Diane Kruger",15000000,7600000
5540,Steven Spielberg,"Tom Cruise, Dakota Fanning, Justin Chatwin, Miranda Otto, Tim Robbins",132000000,603873119
5541,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies",130000000,348807090
5542,Olivier Megaton,"Edgar Ramírez, Michael Pitt, Anna Brewster, Sharlto Copley, Tamer Burjaq",,
5543,Carlos Saldanha,"Jesse Eisenberg, Anne Hathaway, Will.i.am, Jamie Foxx, Leslie Mann",103000000,500200000
5544,Mark Waters,"Lindsay Lohan, Jamie Lee Curtis, Harold Gould, Chad Michael Murray, Mark Harmon",26000000,160846332
5545,Dennis Hopper,"Sean Penn, Robert Duvall, María Conchita Alonso, Randy Brooks, Grand L. Bush",6000000,46616067
5546,Jean Girault,"Louis de Funès, Jean Lefebvre, Geneviève Grad, Christian Marin, Yves Vincent",,
5547,Nicolas Winding Refn,"Elle Fanning, Karl Glusman, Jena Malone, Bella Heathcote, Abbey Lee",7000000,3400000
5548,Egor Baranov,"Lukerya Ilyashenko, Pyotr Fyodorov, Svetlana Ivanova, Aleksey Chadov, Kseniya Kutepova",,2746207
5549,Woody Allen,"Timothée Chalamet, Elle Fanning, Selena Gomez, Jude Law, Diego Luna",25000000,23800000
5550,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Diego Luna, Wagner Moura",115000000,286140700
5551,Jean-Pierre Améris,"Benoît Poelvoorde, Isabelle Carré, Lorella Cravotta, Lise Lamétrie, Swann Arlaud",,
5552,Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Art Garfunkel, Joanna Gleason, Lynn Whitfield",,21791288
5553,Tom McGrath,"Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen",150000000,603900000
5554,Aron Gaudet,"Kristen Bell, Kirby Howell-Baptiste, Vince Vaughn, Paul Walter Hauser, Joel McHale",7000000,
5555,Michael Showalter,"Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio, Mark Wystrach",,2404127
5556,Darren Lynn Bousman,"Rebecca De Mornay, Jaime King, Frank Grillo, Patrick John Flueger, Warren Kole",11000000,863000
5557,Steven R. Monroe,"Sarah Butler, Jeff Branson, Tracey Walter, Andrew Howard, Chad Lindberg",2000000,572809
5558,Jan Kounen,"Vincent Cassel, Tchéky Karyo, Monica Bellucci, Antoine Basler, Affif Ben Badra",,
5559,Brian Netto,"Kelsey Asbille, Finn Wittrock, Daniel Francis, Moray Treadwell, Dylan Beam",,
5560,Ernie Barbarash,"Rob Lowe, Kristin Davis, Fezile Mpela, John Owen Lowe, Colin Moss",,
5561,Ernie Barbarash,"Rob Lowe, Kristin Davis, Fezile Mpela, John Owen Lowe, Colin Moss",,
5562,Samuel Bodin,"Lizzy Caplan, Antony Starr, Cleopatra Coleman, Woody Norman, Luke Busey",,5569593
5563,Steve Carver,"Chuck Norris, David Carradine, Barbara Carrera, Leon Isaac Kennedy, Robert Beltran",5000000,12232628
5564,John Singleton,"Paul Walker, Tyrese Gibson, Eva Mendes, Cole Hauser, Ludacris",76000000,236350661
5565,Franck Dubosc,"Franck Dubosc, Alexandra Lamy, Elsa Zylberstein, Gérard Darmon, Caroline Anglade",7000000,
