id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
5860,Maniac,Horror,en,6.4,1,28,1980-05-10,431
5861,The Room,"Horror, Drama, Mystery, Science Fiction",en,6.4,1,40,2019-09-12,932
5862,DJ Cinderella,"Romance, Comedy",pt,6.4,1,34,2019-02-28,331
5863,Just Before I Go,"Comedy, Drama, Romance",en,6.4,1,35,2015-04-24,321
5864,Casanova,"Adventure, Comedy, Drama, Romance",en,6.4,1,52,2005-12-25,873
5865,The Man Who Fell to Earth,"Science Fiction, Drama",en,6.4,2,18,1976-03-18,513
5866,Leave the World Behind,"Drama, Mystery, Thriller",en,6.4,2,22,2023-11-22,2452
5867,The War with Grandpa,"Comedy, Family",en,6.4,1,38,2020-08-27,943
5868,9 Month Stretch,Comedy,fr,6.4,1,22,2013-09-07,555
5869,Aquamarine,"Fantasy, Romance, Family, Comedy",en,6.4,1,43,2006-03-03,1483
5870,Fido,"Horror, Comedy, Romance, Drama",en,6.4,1,32,2006-09-07,439
5871,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy",en,6.4,1,53,2010-12-02,5544
5872,Beyond Borders,"Drama, Romance, Adventure, War",en,6.4,2,7,2003-10-23,402
5873,Surf's Up,"Animation, Comedy, Family",en,6.4,1,25,2007-06-08,2471
5874,Police Story 4: First Strike,"Action, Adventure, Comedy, Crime, Drama, Thriller",cn,6.4,1,47,1996-02-10,474
5875,The Crime Is Mine,"Crime, Comedy, Mystery, Drama",fr,6.4,1,43,2023-02-24,380
5876,The Three Musketeers: Milady,"Adventure, Action, Drama",fr,6.4,1,55,2023-12-13,608
5877,A California Christmas,"Comedy, Romance, Drama",en,6.4,1,46,2020-12-14,327
5878,Thor: Love and Thunder,"Fantasy, Action, Comedy",en,6.4,1,59,2022-07-06,7525
5879,Light of My Life,"Science Fiction, Drama",en,6.4,1,59,2019-08-09,517
5880,Life,"Horror, Science Fiction, Mystery, Thriller",en,6.4,1,44,2017-03-22,7300
5881,Bride & Prejudice,"Drama, Comedy, Romance",en,6.4,1,51,2004-02-11,365
5882,The Gift,"Horror, Drama, Thriller, Mystery",en,6.4,1,52,2000-03-16,1199
5883,French Kiss,"Comedy, Romance",en,6.4,1,51,1995-05-05,714
5884,The Three Musketeers: Milady,"Adventure, Action, Drama",fr,6.4,1,55,2023-12-13,608
5885,Single All the Way,"Romance, Comedy",en,6.4,1,39,2021-12-02,364
5886,Suck Me Shakespeer 2,Comedy,de,6.4,1,55,2015-09-10,933
5887,Small Time Crooks,"Comedy, Crime",en,6.4,1,34,2000-05-19,674
5888,A Civil Action,Drama,en,6.4,1,55,1998-12-25,429
5889,16 Blocks,"Action, Adventure, Crime, Thriller",en,6.4,1,45,2006-03-01,1921
5890,Behind the Mask: The Rise of Leslie Vernon,"Comedy, Horror, Thriller",en,6.4,1,32,2006-08-29,439
5891,The Man with the Golden Gun,"Adventure, Action, Thriller",en,6.4,2,5,1974-12-04,2009
5892,The Last Mercenary,"Action, Comedy",fr,6.4,1,50,2021-07-30,607
5893,His House,"Drama, Horror",en,6.4,1,33,2020-01-27,1068
5894,The Girl on the Train,"Thriller, Mystery, Drama, Crime",en,6.4,1,52,2016-10-05,5652
5895,Blind Date,"Comedy, Romance, Drama",fr,6.4,1,30,2015-05-06,540
5896,The Discord,Comedy,fr,6.4,1,30,1978-03-16,304
5897,Outlander,"Science Fiction, Action",en,6.4,1,55,2008-04-24,1256
5898,The Invitation,"Thriller, Horror",en,6.4,1,40,2016-04-08,2568
5899,Cloudy with a Chance of Meatballs 2,"Animation, Family, Comedy",en,6.4,1,35,2013-09-26,3156
5900,Fear,Thriller,en,6.4,1,37,1996-04-12,817
5901,THX 1138,"Science Fiction, Action, Drama",en,6.4,1,26,1971-03-11,935
5902,Murder Mystery 2,"Mystery, Comedy, Crime",en,6.4,1,31,2023-03-28,1675
5903,Eurovision Song Contest: The Story of Fire Saga,"Comedy, Music",en,6.4,2,3,2020-06-26,1404
5904,Love,"Drama, Romance",fr,6.4,2,14,2015-05-25,2449
5905,Devil in a Blue Dress,"Thriller, Crime, Mystery",en,6.4,1,42,1995-09-29,391
5906,The Man Who Knew Too Much,"Thriller, Mystery",en,6.4,1,16,1934-12-01,391
5907,A Mighty Heart,"Drama, Thriller",en,6.4,1,48,2007-06-22,319
5908,Revenge of the Nerds,Comedy,en,6.4,1,30,1984-07-20,720
5909,I Love You Phillip Morris,"Comedy, Crime, Drama, Romance",en,6.4,1,38,2010-02-04,1619
5910,Fools Rush In,"Comedy, Drama, Romance",en,6.4,1,49,1997-02-14,542
5911,Reality,"Drama, Thriller",en,6.4,1,23,2023-06-02,386
5912,Star Trek: Insurrection,"Science Fiction, Action, Adventure, Thriller",en,6.4,1,42,1998-12-11,1194
5913,Return,"Drama, Fantasy",en,6.4,0,18,2020-01-28,517
5914,Sniper: Ultimate Kill,Action,en,6.4,1,33,2017-10-03,331
5915,Monster Hunt,"Comedy, Fantasy, Adventure",zh,6.4,1,58,2015-07-16,331
5916,The Ramen Girl,"Romance, Comedy, Drama",en,6.4,1,42,2008-02-08,332
5917,Dead Silence,Horror,en,6.4,1,29,2007-03-16,2225
5918,New Nightmare,"Horror, Mystery, Fantasy",en,6.4,1,52,1994-10-13,1376
5919,The Great Outdoors,Comedy,en,6.4,1,31,1988-06-17,527
5920,I Do,"Comedy, Romance",fr,6.4,1,30,2006-11-01,312
5921,Spider-Man 3,"Action, Adventure, Science Fiction",en,6.4,2,19,2007-05-01,14033
5922,Charlie's Angels,"Action, Adventure, Comedy",en,6.4,1,58,2019-11-14,2944
5923,Ted,"Comedy, Fantasy",en,6.4,1,47,2012-06-29,12242
5924,Happy Family,Comedy,it,6.4,1,30,2010-03-26,300
5925,Alice,"Fantasy, Drama, Romance, Comedy",en,6.4,1,42,1990-12-25,301
5926,Revenge of the Pink Panther,"Comedy, Crime, Mystery",en,6.4,1,39,1978-01-08,410
5927,Reality,"Drama, Thriller",en,6.4,1,23,2023-06-02,386
5928,Lamborghini: The Man Behind the Legend,"Drama, History",en,6.4,1,37,2022-11-17,586
5929,Ingrid Goes West,"Comedy, Drama",en,6.4,1,37,2017-08-11,950
5930,Terminator: Dark Fate,"Science Fiction, Action, Adventure",en,6.4,2,8,2019-10-23,5064
5931,Think Like a Man Too,"Comedy, Romance",en,6.4,1,45,2014-06-20,543
5932,Easy Virtue,"Comedy, Romance",en,6.4,1,33,2008-11-07,404
5933,Gone in Sixty Seconds,"Action, Crime, Thriller",en,6.4,1,58,2000-06-09,4380
5934,City Slickers,"Comedy, Western",en,6.4,1,54,1991-06-07,756
5935,Mayhem,"Action, Comedy, Horror",en,6.4,1,27,2017-11-10,673
5936,Last Knights,"Action, Adventure",en,6.4,1,55,2015-04-03,1064
5937,Man on a Ledge,"Action, Thriller, Crime",en,6.4,1,42,2012-01-13,2572
5938,Curious George,"Adventure, Animation, Comedy, Family",en,6.4,1,27,2006-02-10,498
5939,Rendition,"Drama, Thriller",en,6.4,2,0,2007-09-07,657
5940,MaXXXine,"Horror, Mystery, Thriller",en,6.4,1,44,2024-07-04,750
5941,Death on the Nile,"Mystery, Crime, Thriller",en,6.4,2,7,2022-02-09,3638
5942,Wonder Woman 1984,"Action, Adventure, Fantasy",en,6.4,2,31,2020-12-16,8386
5943,Thoroughbreds,"Drama, Thriller",en,6.4,1,32,2018-03-09,1136
5944,The Barbie Diaries,"Family, Animation",en,6.4,1,10,2006-05-17,371
5945,Asterix the Gaul,"Family, Animation, Adventure, Comedy",fr,6.4,1,8,1967-12-20,727
5946,Syriana,"Drama, Thriller",en,6.4,2,8,2005-11-23,1337
5947,The Love Witch,"Horror, Comedy, Romance",en,6.4,2,1,2016-11-11,531
5948,Salmon Fishing in the Yemen,"Drama, Romance, Comedy",en,6.4,1,47,2012-03-09,865
5949,Phenomenon,"Drama, Romance, Science Fiction, Fantasy",en,6.4,2,3,1996-07-05,1152
5950,Jackpot!,"Comedy, Science Fiction, Action",en,6.4,1,47,2024-08-13,551
5951,Brokedown Palace,"Drama, Thriller, Mystery",en,6.4,1,40,1999-08-13,379
5952,Drag Me to Hell,"Horror, Thriller",en,6.4,1,39,2009-05-27,3668
5953,Darkman,"Action, Science Fiction, Thriller",en,6.4,1,35,1990-08-24,1354
5954,Jay and Silent Bob Strike Back,Comedy,en,6.4,1,44,2001-08-22,1526
5955,The Old Man & the Gun,"Comedy, Crime, Drama",en,6.4,1,34,2018-09-27,1372
5956,Don't Think Twice,"Comedy, Drama",en,6.4,1,32,2016-07-22,377
5957,Afflicted,"Horror, Thriller",en,6.4,1,25,2014-04-04,548
5958,Pee-wee's Big Adventure,"Comedy, Adventure",en,6.4,1,31,1985-07-26,766
5959,Can You Keep a Secret?,"Romance, Comedy",en,6.4,1,34,2019-09-13,901
5960,Zathura: A Space Adventure,"Science Fiction, Adventure, Family",en,6.4,1,41,2005-11-06,3265
5961,Shaft,"Action, Crime, Thriller",en,6.4,1,40,1971-06-25,358
5962,Baba Yaga: Terror of the Dark Forest,Horror,ru,6.4,1,36,2020-02-27,340
5963,Atomic Blonde,"Action, Adventure, Thriller",en,6.4,1,55,2017-07-26,6156
5964,Thumbelina,"Animation, Family, Fantasy, Romance, Music",en,6.4,1,26,1994-03-30,485
5965,The Hills Have Eyes,"Horror, Thriller",en,6.4,1,47,2006-03-10,2960
5966,30 Days of Night,"Horror, Thriller",en,6.4,1,53,2007-10-17,2748
5967,Black Box,"Horror, Science Fiction, Thriller",en,6.4,1,40,2020-10-06,529
5968,The Guilty,"Drama, Thriller",en,6.4,1,31,2021-09-24,2630
5969,The Clovehitch Killer,"Drama, Mystery, Crime",en,6.4,1,49,2018-11-16,692
5970,Late Night,"Comedy, Drama",en,6.4,1,42,2019-01-25,784
5971,Damien: Omen II,"Horror, Thriller",en,6.4,1,47,1978-06-09,713
5972,Hope Floats,"Romance, Drama, Comedy",en,6.4,1,54,1998-05-29,453
5973,Triple Threat,"Thriller, Action",en,6.4,1,36,2019-03-19,564
5974,The River Wild,"Adventure, Thriller, Drama",en,6.4,1,51,1994-09-30,864
5975,Annihilation,"Science Fiction, Horror",en,6.4,1,55,2018-02-22,8558
5976,Self/less,"Science Fiction, Mystery, Thriller, Action",en,6.4,1,57,2015-07-10,3070
5977,The Other Woman,"Comedy, Romance",en,6.4,1,49,2014-04-16,3509
5978,Need for Speed,"Action, Crime, Drama, Thriller",en,6.4,2,11,2014-03-12,4324
5979,Total Eclipse,"Drama, Romance",en,6.4,1,51,1995-11-03,521
5980,Kronk's New Groove,"Animation, Comedy, Family",en,6.4,1,15,2005-12-05,1257
5981,Harsh Times,"Crime, Drama, Thriller, Action",en,6.4,1,56,2005-09-11,680
5982,Next Goal Wins,"Comedy, Drama",en,6.4,1,44,2023-11-16,437
5983,After Yang,"Science Fiction, Drama",en,6.4,1,36,2022-03-04,400
5984,Outland,"Science Fiction, Action",en,6.4,1,49,1981-05-22,595
5985,The Boogeyman,"Horror, Thriller, Mystery",en,6.4,1,39,2023-05-31,868
5986,"Hello, My Name Is Doris","Comedy, Drama, Romance",en,6.4,1,35,2015-11-27,473
5987,Central Intelligence,"Action, Comedy, Crime, Mystery",en,6.4,1,47,2016-06-16,5865
5988,Two Night Stand,"Romance, Comedy",en,6.4,1,26,2014-09-26,1822
5989,King of California,"Comedy, Drama",en,6.4,1,33,2007-01-24,339
5990,You Are So Not Invited to My Bat Mitzvah,Comedy,en,6.4,1,43,2023-08-18,409
5991,Mr. Harrigan's Phone,"Drama, Horror, Mystery",en,6.4,1,45,2022-10-05,821
5992,Return,Drama,en,6.4,0,45,2015-01-01,918
5993,Wolf Creek 2,"Horror, Thriller",en,6.4,1,46,2013-08-30,639
5994,Till Luck Do Us Part,Comedy,pt,6.4,1,44,2012-10-05,306
5995,Bridget Jones's Baby,"Drama, Comedy, Romance",en,6.4,2,3,2016-09-14,2872
5996,Shanghai Noon,"Adventure, Action, Comedy, Western",en,6.4,1,50,2000-05-26,2493
5997,D.E.B.S.,"Action, Comedy, Romance",en,6.4,1,31,2005-03-25,552
5998,Celeste & Jesse Forever,"Comedy, Drama, Romance",en,6.4,1,31,2012-08-03,460
5999,Dracula Untold,"Horror, Action, Fantasy",en,6.4,1,32,2014-10-01,6024
6000,The Housemaid,"Thriller, Drama",ko,6.4,1,47,2010-05-13,309
6001,Salt,"Action, Mystery, Thriller",en,6.4,1,40,2010-07-21,5417
6002,The Knight Before Christmas,"Comedy, Romance",en,6.4,1,32,2019-11-21,1098
6003,The Second Best Exotic Marigold Hotel,"Drama, Comedy",en,6.4,2,2,2015-02-26,706
6004,Wolf Creek 2,"Horror, Thriller",en,6.4,1,46,2013-08-30,639
6005,The Wolverine,"Action, Science Fiction, Adventure",en,6.4,2,6,2013-07-21,9542
6006,Chalet Girl,"Comedy, Romance",en,6.4,1,36,2011-02-02,633
6007,Silent Running,"Adventure, Science Fiction",en,6.4,1,29,1972-03-09,558
6008,Six Degrees of Separation,"Mystery, Drama, Comedy",en,6.4,1,52,1993-12-08,319
6009,Miami Supercops,"Action, Comedy",it,6.4,1,36,1985-12-11,417
6010,The Number 23,"Thriller, Mystery, Crime",en,6.4,1,38,2007-02-23,3177
6011,"My Donkey, My Lover & I","Comedy, Adventure, Romance",fr,6.4,1,37,2020-09-16,338
6012,Solace,"Thriller, Crime, Mystery",en,6.4,1,41,2015-09-03,2187
6013,Room in Rome,"Drama, Romance",es,6.4,1,49,2010-05-07,721
6014,Seraphim Falls,"Western, Action, Drama",en,6.4,1,55,2007-01-26,557
6015,The Closet,Comedy,fr,6.4,1,24,2001-01-17,482
6016,27 Dresses,"Comedy, Romance",en,6.4,1,51,2008-01-10,3088
6017,Arachnophobia,"Comedy, Horror",en,6.4,1,49,1990-07-20,1370
6018,Coming 2 America,Comedy,en,6.4,1,50,2021-03-04,2203
6019,The Black Cauldron,"Animation, Adventure, Family, Fantasy",en,6.4,1,20,1985-07-24,1279
6020,Batman,"Action, Comedy, Crime",en,6.4,1,45,1966-07-30,948
6021,La Llorona,"Thriller, Horror, Drama",es,6.4,1,37,2019-07-25,325
6022,Knights of the Zodiac,"Fantasy, Action, Adventure",en,6.4,1,53,2023-04-27,1120
6023,Run All Night,"Action, Crime, Thriller",en,6.4,1,54,2015-03-11,2769
6024,Wild Target,"Action, Comedy",en,6.4,1,38,2010-06-17,699
6025,Butterfly on a Wheel,"Crime, Drama, Thriller",en,6.4,1,35,2007-07-27,509
6026,Ladder 49,"Drama, Action, Thriller",en,6.4,1,55,2004-10-01,770
6027,Crocodile Dundee,"Adventure, Comedy",en,6.4,1,44,1986-09-26,1869
6028,Monsters of Man,Science Fiction,en,6.4,2,12,2020-11-19,342
6029,Minions,"Family, Animation, Adventure, Comedy",en,6.4,1,31,2015-06-17,10486
6030,Last Vegas,Comedy,en,6.4,1,45,2013-10-31,2104
6031,Curly Sue,"Comedy, Drama, Family, Romance",en,6.4,1,41,1991-10-25,522
6032,Annabelle Comes Home,Horror,en,6.4,1,46,2019-06-26,3489
6033,X-Men: The Last Stand,"Adventure, Action, Science Fiction, Thriller",en,6.4,1,44,2006-05-24,9577
6034,Bobby,Drama,en,6.4,2,0,2006-09-05,379
6035,What Lies Beneath,"Drama, Horror, Mystery, Thriller",en,6.4,2,10,2000-07-21,1799
6036,The Next 365 Days,"Romance, Drama",pl,6.4,1,52,2022-08-18,1091
6037,Goon,"Comedy, Drama",en,6.4,1,32,2012-01-06,900
6038,An Extremely Goofy Movie,"Animation, Family, Comedy",en,6.4,1,19,2000-02-29,630
6039,Airport,"Action, Drama, Thriller",en,6.4,2,17,1970-03-25,379
6040,Mary Shelley's Frankenstein,"Drama, Horror, Science Fiction, Romance",en,6.4,2,3,1994-11-04,1208
6041,Mars Attacks!,"Comedy, Fantasy, Science Fiction",en,6.4,1,46,1996-12-13,5370
6042,Coma,"Science Fiction, Adventure, Action",ru,6.4,1,50,2020-01-01,535
6043,Anonymous,"Drama, History, Thriller",en,6.4,2,10,2011-10-21,715
6044,Charlie Countryman,"Action, Comedy, Drama, Romance, Thriller",en,6.4,1,48,2013-02-09,599
6045,Over the Top,"Action, Drama",en,6.4,1,33,1987-02-13,1660
6046,The Chalk Line,"Horror, Mystery",es,6.4,1,46,2022-09-09,321
6047,A Cinderella Story: Christmas Wish,"Romance, Music, Comedy, Fantasy",en,6.4,1,33,2019-10-15,691
6048,Tale of Tales,"Romance, Fantasy, Horror",it,6.4,2,14,2015-05-14,1625
6049,Saw III,"Horror, Thriller, Crime",en,6.4,1,48,2006-10-26,4486
6050,Darkland: The Return,"Thriller, Action",da,6.4,1,50,2023-04-13,472
6051,Step Sisters,Comedy,en,6.4,1,44,2018-01-19,445
6052,High Anxiety,"Comedy, Mystery, Thriller",en,6.4,1,34,1977-12-25,334
6053,Sweet Home Alabama,"Comedy, Romance",en,6.4,1,48,2002-09-26,1507
6054,The Lost City of Z,"Adventure, Drama, History",en,6.4,2,21,2017-03-15,2826
6055,The Assassin,"Drama, Action, History",zh,6.4,1,45,2015-08-27,495
6056,The Loft,Thriller,en,6.4,1,48,2014-10-14,1423
6057,Hard Target,"Action, Adventure, Crime, Thriller",en,6.4,1,37,1993-04-27,1183
6058,The Matrix Resurrections,"Science Fiction, Action, Adventure",en,6.4,2,27,2021-12-16,5689
6059,Wonder Wheel,"Drama, Romance",en,6.4,1,41,2017-12-01,1299
6060,American Assassin,"Action, Adventure, Thriller",en,6.4,1,52,2017-09-14,2972
6061,Hardcore Henry,"Action, Adventure, Science Fiction",en,6.4,1,36,2015-09-12,2394
6062,Scooby-Doo! The Mystery Begins,"Mystery, Comedy, Fantasy",en,6.4,1,22,2009-09-13,687
6063,District 13: Ultimatum,"Action, Thriller, Crime",fr,6.4,1,41,2009-02-18,1149
6064,Starter for 10,"Drama, Comedy, Romance",en,6.4,1,32,2006-09-13,394
6065,Camp Rock,"Music, Comedy, Drama, Romance, Family, TV Movie",en,6.4,1,35,2008-06-20,2073
6066,Ice Princess,"Family, Drama, Comedy",en,6.4,1,38,2005-03-17,888
6067,Ginger Snaps 2: Unleashed,"Drama, Horror",en,6.4,1,34,2004-01-30,312
6068,A Midsummer Night's Dream,"Fantasy, Comedy, Romance",en,6.4,1,56,1999-05-20,360
6069,Arthur and the Invisibles,"Adventure, Fantasy, Animation, Family",fr,6.4,1,34,2006-12-13,2852
6070,Shall We Dance?,"Drama, Romance, Comedy",en,6.4,1,47,2004-10-15,1185
6071,Vesper,"Science Fiction, Drama, Adventure, Fantasy",en,6.4,1,52,2022-08-17,560
6072,Cargo,"Drama, Thriller, Horror",en,6.4,1,45,2017-10-06,1704
6073,Olympus Has Fallen,"Action, Thriller",en,6.4,2,0,2013-03-20,6524
6074,MirrorMask,Fantasy,en,6.4,1,41,2005-01-25,329
6075,The Sleepover,"Family, Action",en,6.4,1,43,2020-08-21,404
6076,"Someone, Somewhere","Drama, Romance, Comedy",fr,6.4,1,50,2019-09-11,645
6077,The Spy Who Dumped Me,"Comedy, Action, Adventure",en,6.4,1,56,2018-08-02,2201
6078,Great Expectations,"Drama, Romance",en,6.4,2,8,2012-11-30,342
6079,Return,Drama,en,6.4,1,37,2011-02-10,3406
6080,Accepted,Comedy,en,6.4,1,33,2006-08-18,1559
6081,The 40 Year Old Virgin,"Comedy, Romance",en,6.4,1,56,2005-08-11,6625
6082,Code 8 Part II,"Science Fiction, Action, Crime",en,6.4,1,41,2024-02-27,556
6083,Chupa,"Adventure, Fantasy, Family",en,6.4,1,38,2023-04-07,334
6084,Night Teeth,"Horror, Thriller, Action",en,6.4,1,47,2021-10-20,768
6085,"Love, Guaranteed","Romance, Comedy",en,6.4,1,31,2020-09-02,638
6086,Kick-Ass 2,"Action, Adventure, Crime",en,6.4,1,43,2013-07-17,6122
6087,He Was a Quiet Man,"Comedy, Drama, Romance",en,6.4,1,35,2007-11-23,319
6088,Friday the 13th,Horror,en,6.4,1,35,1980-05-09,2905
6089,Gerald's Game,"Horror, Thriller",en,6.4,1,44,2017-09-29,3618
6090,Game of Death,"Drama, Action, Thriller",cn,6.4,1,41,1978-03-23,657
6091,Porky's,Comedy,en,6.4,1,34,1981-11-13,844
6092,Hellbound: Hellraiser II,"Horror, Thriller, Fantasy",en,6.4,1,37,1988-12-23,1097
6093,Vantage Point,"Drama, Action, Thriller, Crime",en,6.4,1,30,2008-02-01,1986
6094,Family Switch,"Comedy, Fantasy, Family",en,6.4,1,46,2023-11-30,606
6095,Ong Bak 2,"Adventure, Action, Thriller",th,6.4,1,38,2008-12-04,625
6096,The Little Mermaid II: Return to the Sea,"Animation, Adventure, Family, Comedy",en,6.4,1,15,2000-01-23,1690
6097,Do Revenge,"Comedy, Thriller, Romance",en,6.4,1,58,2022-09-14,862
6098,A Little Bit of Heaven,"Comedy, Drama, Romance",en,6.4,1,46,2011-02-03,554
6099,Dirty Dancing: Havana Nights,"Romance, Drama",en,6.4,1,26,2004-02-27,648
6100,Come Play,"Horror, Mystery, Thriller",en,6.4,1,36,2020-10-28,665
6101,Come Play,"Horror, Mystery, Thriller",en,6.4,1,36,2020-10-28,665
6102,The A-Team,"Thriller, Action, Adventure, Comedy, Crime",en,6.4,1,57,2010-06-09,4584
6103,Adventureland,"Comedy, Drama",en,6.4,1,47,2009-04-03,2139
6104,Dead Again,"Mystery, Drama, Crime",en,6.4,1,47,1991-08-23,368
6105,Crash,"Thriller, Drama",en,6.4,1,40,1996-07-17,1095
6106,Licence to Kill,"Adventure, Action, Thriller",en,6.4,2,13,1989-06-13,1896
6107,Baggio: The Divine Ponytail,Drama,it,6.4,1,31,2021-05-26,412
6108,The Purge: Election Year,"Action, Horror, Thriller",en,6.4,1,45,2016-06-29,5201
6109,EVA,"Science Fiction, Drama",es,6.4,1,34,2011-10-06,383
6110,Buzz Lightyear of Star Command: The Adventure Begins,"Animation, Family, Comedy, Science Fiction, Adventure",en,6.4,1,10,2000-08-08,321
6111,Napoleon,"History, War, Romance, Drama",en,6.4,2,38,2023-11-22,2461
6112,The 9th Life of Louis Drax,"Mystery, Thriller",en,6.4,1,48,2016-09-01,444
6113,The Only Living Boy in New York,Drama,en,6.4,1,29,2017-07-27,324
6114,Defendor,"Drama, Action, Comedy, Crime",en,6.4,1,41,2009-09-12,542
6115,Millions,"Comedy, Crime, Drama, Family",en,6.4,1,38,2004-04-29,373
6116,The Last Kiss,"Comedy, Drama, Romance",it,6.4,1,55,2001-02-01,503
6117,Behind Enemy Lines,"Action, Drama, Thriller, War",en,6.4,1,46,2001-11-30,1475
6118,My Blueberry Nights,"Drama, Romance",cn,6.4,1,35,2007-11-28,746
6119,Under the Silver Lake,"Crime, Drama, Mystery",en,6.4,2,19,2018-08-08,1375
6120,Ju-on: The Grudge 2,"Horror, Thriller",ja,6.4,1,32,2003-08-15,324
6121,Cheap Thrills,"Comedy, Crime, Drama, Thriller",en,6.4,1,28,2013-03-08,410
6122,Flypaper,"Mystery, Comedy, Crime",en,6.4,1,27,2011-08-19,740
6123,Soldier,"Science Fiction, Action, Drama, Fantasy",en,6.4,1,39,1998-10-23,830
6124,I Feel Pretty,"Comedy, Romance",en,6.4,1,50,2018-04-19,2027
6125,Crooked House,"Mystery, Crime, Thriller",en,6.4,1,55,2017-09-06,896
6126,Hot Rod,"Comedy, Action",en,6.4,1,28,2007-08-03,964
6127,The Three Musketeers,"Action, Adventure, Comedy",en,6.4,1,45,1993-11-11,948
6128,Grown Ups,Comedy,en,6.4,1,42,2010-06-24,6054
6129,Robin Hood,"Action, Adventure, History",en,6.4,2,20,2010-05-12,4568
6130,Barbershop,"Comedy, Drama",en,6.4,1,42,2002-04-01,463
6131,Terrifier,"Horror, Thriller",en,6.4,1,25,2018-01-25,2390
6132,Hart's War,"Drama, War",en,6.4,2,5,2002-02-15,924
6133,The Talent of the Hornet,"Thriller, Drama",it,6.4,1,33,2020-11-18,428
6134,Ocean Waves,"Animation, Drama, Romance",ja,6.4,1,12,1994-10-07,862
6135,Diamonds Are Forever,"Action, Thriller",en,6.4,2,0,1971-12-14,2072
6136,3 Generations,"Comedy, Drama",en,6.4,1,27,2016-10-27,430
6137,Dolls,"Fantasy, Horror",en,6.4,1,17,1986-10-27,318
6138,It's What's Inside,"Comedy, Mystery, Science Fiction",en,6.4,1,43,2024-01-19,345
6139,The 33,"Drama, History",en,6.4,2,0,2015-08-06,919
6140,Jump In!,"Drama, Comedy, Romance",en,6.4,1,25,2007-01-12,398
6141,The Postcard Killings,"Drama, Thriller",en,6.4,1,41,2020-03-13,571
6142,The Beaver,Drama,en,6.4,1,31,2011-05-05,844
6143,Roxanne,"Comedy, Romance",en,6.4,1,47,1987-06-19,612
6144,Priceless,"Drama, Comedy, Romance",fr,6.4,1,44,2006-12-13,724
6145,Space Cowboys,"Action, Adventure, Thriller",en,6.4,2,10,2000-08-04,1341
6146,The General's Daughter,"Thriller, Mystery, Crime",en,6.4,1,56,1999-06-18,904
6147,Prizzi's Honor,"Romance, Comedy, Crime",en,6.4,2,4,1985-06-14,369
6148,Fair Play,"Drama, Thriller, Romance",en,6.4,1,53,2023-09-28,484
6149,Do You See Me?,Comedy,it,6.4,1,39,2014-11-20,564
6150,Shivers,"Horror, Science Fiction",en,6.4,1,28,1975-09-26,642
6151,Bugsy,"Crime, Drama, Mystery",en,6.4,2,14,1991-12-10,374
6152,TransSiberian,"Thriller, Crime, Mystery",en,6.4,1,51,2008-01-18,710
6153,City of Lies,"Crime, Thriller, Drama",en,6.4,1,52,2018-09-06,593
6154,Pete's Dragon,"Adventure, Family, Fantasy",en,6.4,1,43,2016-08-10,2175
6155,How to Build a Better Boy,"Family, Science Fiction, TV Movie",en,6.4,1,30,2014-11-18,393
6156,The Experiment,"Thriller, Drama",en,6.4,1,36,2010-07-15,1198
6157,Nighthawks,"Action, Crime, Thriller",en,6.4,1,39,1981-03-17,419
6158,Red Eye,"Thriller, Mystery",en,6.4,1,25,2005-08-19,2169
6159,Cellular,"Action, Thriller, Drama, Crime",en,6.4,1,34,2004-09-06,1885
6160,Weekend at Bernie's,"Comedy, Crime",en,6.4,1,37,1989-07-05,1001
